url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
https://ficcca.org/verifica-tion/wu/,36,10,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,2,6,2,8,6,8,5.0,6.0,4.666666667,0,0,0,0,0,0,7,0.857142857,0.142857143,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,338,757,0,0,1,1,phishing
https://secureupdate.appleld.com.duilawyeryork.com/ap/0f425c19a873fed/?cmd=_update&dispatch=0f425c19a873fedc3&locale=_LU,120,42,1,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.158333333,0.0,0,0,0,1,0,3,0,0,0,0,0,0,12,1,2,3,2,17,13,17,7.833333333,8.75,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0,phishing
http://cebuphonly.jrzoutsourcingservices.com/wp-content/themes/jrzouts/forms/paypal_donation.php,96,37,0,3,1,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,10,0,2,10,2,22,22,8,7.6,16.0,5.5,3,0,0,0,0,0,22,0.909090909,0.090909091,0,0,0,0.0,0,0.0,0,0,80.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,333,397,0,0,1,0,phishing
http://amazing-swartz-d31e02.netlify.app/,41,33,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.097560976,0.121212121,0,0,0,0,0,2,0,0,0,0,1,0,4,0,6,6,0,7,7,0,6.5,6.5,0.0,0,0,0,0,0,0,23,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,291,804,0,0,1,2,phishing
http://www.phoenixlocksmith-az.com/prole/?p[]=prole,51,27,0,2,1,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,6,3,2,2,3,16,16,5,5.666666667,7.0,4.333333333,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,84,3934,0,0,1,0,phishing
https://www.update-aol2020.com.accaccess.com/,45,36,1,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0.088888889,0.111111111,0,0,0,1,0,3,1,0,0,0,0,0,5,6,3,3,0,9,9,0,5.6,5.6,0.0,0,0,0,0,0,0,31,0.612903226,0.387096774,0,0,0,0.25,0,0.0,0,0,85.71428571,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,88,278,0,0,1,0,phishing
https://www.impotspublicservice.com/1b29135e09b339865c5b33a2f5370692/remboursement.php,86,27,1,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.290697674,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,3,3,32,19,32,14.0,11.0,16.0,0,0,0,0,0,0,81,0.851851852,0.148148148,0,1,0,0.333333333,0,0.166666667,1,1,75.0,0,100.0,0.0,0,0,0,86.04651163,0,0,0,1,0,0,214,152,5008870,0,1,0,phishing
https://01888f90-c5de-40b5-aa35-28082cf97171.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html,127,61,1,3,4,0,1,0,0,1,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0.346456693,0.37704918,0,0,0,0,1,3,0,0,0,0,0,0,12,8,2,4,2,32,20,32,8.666666667000001,8.666666667000001,8.666666667000001,0,0,0,0,0,2,51,0.588235294,0.411764706,0,1,0,0.095238095,0,0.0,0,1,9.090909091,0,50.0,50.0,0,0,0,100.0,0,0,0,1,0,0,157,1669,1963491,0,1,0,phishing
http://216.83.55.154/mim/2hi91w79p8030281310y14058cl9u959e215u46f2315c4lq36.html,80,13,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.575,0.7692307690000001,0,0,1,1,1,3,0,0,0,0,0,0,11,2,2,2,2,50,3,50,7.0,2.5,9.571428571,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,0,1,1,0,phishing
https://soportedinamic.webcindario.com/,39,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,11,11,0,14,14,0,12.5,12.5,0.0,0,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,1,1,0,0,948,7087,18105,0,1,3,phishing
http://drucker.com.ar/inc/aaa.htm?tr74566dfdyrd745d7rtyfyrt76rd576rtyhfhfrty6r764r56fghtrder45e6456rdtret5e65e6er6tre645d656,124,14,1,3,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.298387097,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,4,3,7,3,90,7,90,21.2,7.0,24.75,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,0,-1,0,0,1,0,phishing
https://trafftraff.com/l/23821365c9dc52d4bdd0?sub=MF_OTAS_116344331_8260d6f898054bf58d6c3c5af2791da21568784356979_2411_ms&source=&sub2=&commission={payout},155,14,1,1,0,0,1,3,0,4,5,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.3935483870000001,0.0,0,0,1,0,0,1,0,0,0,0,0,0,14,9,1,10,1,45,10,45,9.142857143,10.0,9.076923077,0,0,0,0,0,0,3,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,-2,4800627,0,1,2,phishing
https://citrulline.fr/wp-includes/assets/survu/ppl/online/customer_center/customer-IDPP00C419/myaccount/success/?cmd=_session=EG&amp;,133,13,0,1,2,0,1,1,0,2,2,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0.037593985,0.0,0,0,0,0,0,1,1,0,0,0,0,0,17,9,2,10,2,10,10,10,6.117647058999999,10.0,5.875,3,0,0,0,0,0,22,0.8636363640000001,0.1363636359999999,0,1,0,0.0,0,0.0,0,1,80.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,318,778,0,0,1,1,phishing
https://startxpo.com/facture_orange/customer_center/customer-IDPP00C987/login.php,81,12,0,2,1,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.061728395,0.0,0,0,0,0,0,2,1,0,0,0,1,0,9,2,3,8,3,10,8,10,6.777777778,8.0,6.625,1,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,1801,1852,0,0,1,0,phishing
http://firstbanktrust1.vmpxsites.com/,37,29,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.027027027,0.034482759,0,0,0,0,0,2,0,1,0,0,0,0,2,0,9,9,0,15,15,0,12.0,12.0,0.0,1,0,0,0,0,0,7,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,90,3927,2274330,0,0,0,phishing
https://cutt.ly/tsqb6ai,23,7,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.043478261,0.0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,4,4,7,7,4,7,5.5,4.0,7.0,0,0,0,0,0,0,57,0.912280702,0.087719298,0,0,0,0.0,0,0.2,0,0,91.66666667,0,100.0,0.0,0,0,0,20.0,0,0,0,0,1,0,0,923,11493,0,1,6,phishing
http://4666.co.kr/webpage,25,10,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.16,0.4,0,0,0,0,1,2,0,0,0,0,1,0,2,3,4,4,7,7,4,7,5.5,4.0,7.0,0,0,0,0,0,0,131,0.992366412,0.007633588,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,85.71428571,0,0,0,1,1,0,1049,4429,0,0,0,0,phishing
http://gpssicredi.hospedagemdesites.ws,38,31,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,10,10,0,17,17,0,13.5,13.5,0.0,1,0,0,0,0,0,2,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,224,5619,25607,0,0,2,phishing
http://interbahiss1.blogspot.com,32,25,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.03125,0.04,0,0,0,0,0,2,0,0,1,0,1,0,2,1,8,8,0,12,12,0,10.0,10.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,phishing
http://3.ly/uh4,15,4,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.133333333,0.25,0,0,0,0,0,1,0,0,0,0,4,0,2,0,1,1,3,3,1,3,2.0,1.0,3.0,0,0,0,0,0,0,56,0.0,1.0,0,10,0,0.017857143,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,0,-1,0,0,1,4,phishing
http://quantgbo.lviv.ua/cli/limted/~/user/~/sing%20in%20/eroor/update/-/myaccount/signin/,89,16,0,2,1,0,0,0,0,0,0,1,2,14,0,1,0,0,0,2,0,0,0,0,1,0.04494382,0.0,0,0,0,0,0,2,1,0,0,0,0,0,13,2,1,8,1,9,8,9,4.538461538,8.0,4.25,2,0,0,0,0,0,70,0.828571429,0.171428571,0,0,0,0.333333333,0,0.0,0,0,96.15384615,0,66.66666667,33.33333333,0,0,0,11.11111111,0,0,0,1,1,1,0,605,0,0,1,2,phishing
http://birrasalentoshop.it/help/Login/identity/signin/myaccount/signin,70,19,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,2,0,7,2,4,16,4,16,16,9,7.714285714,16.0,6.333333333,4,0,0,0,0,0,13,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,298,1162,0,0,1,0,phishing
http://www.instohelp.com/assets_flight/libs/bootstrap/cmcst-wl.html,67,17,0,3,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,2,3,2,9,9,9,5.333333333,6.0,5.1428571430000005,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,42,1785,7811868,0,1,2,phishing
http://mail.brunchenbabbels.com/~u43730p39181/pki-validation,60,24,0,2,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0.166666667,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,3,4,3,15,15,13,9.0,9.5,8.666666667000001,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,217,514,0,0,1,0,phishing
https://vk.com/away.php?to=http%3A%2F%2Fjimmygilandtheducks.com%2Fwp-admin%2Foption-pictures.php&amp;post=521188519_55&amp;cc_key=,130,6,1,4,2,0,1,2,0,3,2,0,5,3,0,1,0,2,0,0,0,1,0,1,0,0.123076923,0.0,0,0,1,0,0,3,0,1,0,0,1,0,19,6,2,2,2,21,2,21,5.210526316,2.0,5.388888889,2,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,1.0,1,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,333,-1,24,0,0,9,phishing
http://201.163.98.162/crm/jssource/src_files/modules/Project/home/de102cc29dbc05509b7f97227/r1.php,98,14,1,4,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.285714286,0.7857142859999999,0,0,1,1,1,3,0,0,0,0,1,1,18,4,2,2,2,25,3,25,4.944444444,2.75,5.571428571,1,0,0,0,0,2,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,0,1,1,0,phishing
https://drive.google.com/file/d/1b_XJ8cdUxw5dB6KwTZqPoOm_vdah9Kfj/view?usp=sharing,82,16,0,2,0,0,1,0,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.06097561,0.0,0,0,0,0,0,2,0,0,0,0,0,0,10,2,1,5,1,21,6,21,6.1,5.5,6.25,1,1,0,0,0,0,10,0.0,1.0,0,2,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,2974,8348,1,0,1,10,phishing
http://elisashopping.gq/pay/error,33,16,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,13,3,13,13,5,7.0,13.0,4.0,0,0,0,0,0,0,23,0.0,1.0,0,0,0,0.043478261,0,0.043478261,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,1,0,-1,0,0,1,0,phishing
http://www.paypal.imited-login.com/banks/hsbc.co.uk/,52,27,0,5,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,8,3,2,3,2,6,6,5,4.125,5.0,3.25,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,358,7,0,0,1,0,phishing
https://www.hortipower.co.uk/recepit46/customer_center/customer-IDPP00C845/myaccount/signin,91,20,0,3,1,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0.076923077,0.0,0,0,0,0,0,3,1,0,0,0,1,0,9,6,3,3,6,10,10,10,7.666666667,6.5,8.0,2,0,0,0,0,0,13,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,213,518,4431878,0,1,0,phishing
https://user9765656787.et.r.appspot.com/dashboard,49,31,1,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.204081633,0.322580645,0,0,0,0,0,3,0,0,1,0,0,0,5,1,1,1,9,14,14,9,6.6,6.0,9.0,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,1,0,228,5616,0,0,1,5,phishing
https://kingerhelpservice.blogspot.com/,39,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,17,17,0,12.5,12.5,0.0,0,1,0,0,0,0,5,0.0,1.0,0,1,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,373,7296,0,0,1,5,phishing
http://profile-viewer-socialmedia.000webhostapp.com/,52,44,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.057692308,0.0681818179999999,0,0,0,0,0,2,0,0,0,0,0,0,4,4,6,6,0,13,13,0,9.25,9.25,0.0,1,0,0,0,0,0,161,0.267080745,0.732919255,0,0,0,0.059322034,0,0.050847458,1,1,44.06779661,0,80.0,20.0,0,0,0,0.0,0,0,0,1,1,0,659,1532,4691,0,1,2,phishing
http://chemsbury.net/scotiabank.app.chemsbury.net/mxonlineV1/leap/signon/ScotiaWeb2.php,87,13,0,5,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.022988506,0.0,0,0,1,0,0,3,0,0,0,0,0,0,10,1,3,9,3,10,9,10,6.7,9.0,6.444444444,0,0,0,0,0,0,107,0.7570093459999999,0.242990654,0,0,0,1.0,0,0.0,1,1,97.22222222,0,100.0,0.0,0,0,0,48.14814815,0,0,0,1,1,0,159,1302,0,0,1,0,phishing
https://www.m8service.ru/include/spaw2/uploads/files/NNMRN.phtml,64,16,0,3,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0.03125,0.0625,0,0,0,0,0,3,0,0,0,0,0,0,8,4,3,3,5,9,9,7,5.75,6.0,5.666666667,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,133,3519,0,0,1,2,phishing
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/3f12dfc98cd947c?cmd=_update&dispatch=3f12dfc98cd947c7b&locale=_US,127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.133858268,0.0,0,0,0,1,0,3,1,0,0,0,1,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,0,3993,5707171,0,1,0,phishing
https://domwin-pjf2hfmn.github.io/,34,25,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.029411765,0.04,0,0,0,0,0,2,1,0,0,0,0,0,3,0,6,6,0,8,8,0,6.666666667,6.666666667,0.0,0,1,0,0,0,0,84,0.952380952,0.047619048,0,1,0,0.0,0,0.25,1,1,50.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,215,2706,0,0,1,4,phishing
http://m.hf356.com/,19,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1578947369999999,0.272727273,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,5,5,0,3.0,3.0,0.0,0,0,0,0,0,0,45,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,316,-2,0,1,1,0,phishing
https://www.google.com/url?hl=en&amp;q=http://www.rugbylabelsolutions.co.uk/drama1/secure/management/&amp;source=gmail&amp;ust=1537885316769000&amp;usg=AFQjCNFGOMmK92rOTE4CanjtiDPIn_LZTg,186,14,1,5,0,0,1,4,0,5,1,0,0,9,0,2,0,4,0,0,2,0,1,1,0,0.107526882,0.0,0,0,0,0,0,3,0,0,0,0,0,0,21,13,2,3,2,29,6,29,7.19047619,4.5,7.473684211,0,1,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,2974,8348,1,0,0,10,phishing
http://getactive365.com/wp-includes/css/upgrade/web-upgrade/,60,16,0,1,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.05,0.1875,0,0,0,0,0,1,1,0,0,0,0,0,7,1,2,12,2,12,12,8,6.0,12.0,5.0,3,0,0,0,0,0,2,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,50,3237,0,0,1,0,phishing
